Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;Libell_d_acheminement;coordonnees_gps
03016;BARBERIER;03140;;BARBERIER;BARBERIER;46.2199674425,3.24930716448
03023;BELLERIVE SUR ALLIER;03700;;BELLERIVE SUR ALLIER;BELLERIVE SUR ALLIER;46.1214944433,3.39719062136
03029;BILLY;03260;;BILLY;BILLY;46.2315363963,3.43994128747
03031;BIZENEUILLE;03170;;BIZENEUILLE;BIZENEUILLE;46.4015746011,2.73071658216
03033;BOST;03300;;BOST;BOST;46.1834084633,3.50582300177
03040;BRESSOLLES;03000;;BRESSOLLES;BRESSOLLES;46.5280643075,3.295748661
03048;CERILLY;03350;;CERILLY;CERILLY;46.6265101815,2.80901857226
03050;LA CHABANNE;03250;;LA CHABANNE;LA CHABANNE;46.0244474804,3.75155529865
03051;CHAMBERAT;03370;;CHAMBERAT;CHAMBERAT;46.4139665556,2.42552132856
03055;LA CHAPELAUDE;03380;;LA CHAPELAUDE;LA CHAPELAUDE;46.4276365849,2.50433585569
03057;LA CHAPELLE AUX CHASSES;03230;;LA CHAPELLE AUX CHASSES;LA CHAPELLE AUX CHASSES;46.6598285232,3.53021703178
03059;CHAREIL CINTRAT;03140;;CHAREIL CINTRAT;CHAREIL CINTRAT;46.2662583678,3.2297935311
03069;CHATILLON;03210;;CHATILLON;CHATILLON;46.4615377644,3.12807465548
03083;CONTIGNY;03500;;CONTIGNY;CONTIGNY;46.3463711102,3.31483781041
03085;COULANDON;03000;;COULANDON;COULANDON;46.5546535461,3.24541387326
03089;COUTANSOUZE;03330;;COUTANSOUZE;COUTANSOUZE;46.205276583,3.00755651899
03091;CRECHY;03150;;CRECHY;CRECHY;46.2696885601,3.42387984399
03094;CREUZIER LE VIEUX;03300;;CREUZIER LE VIEUX;CREUZIER LE VIEUX;46.1605988745,3.43435089726
03103;LE DONJON;03130;;LE DONJON;LE DONJON;46.3449718057,3.7999456795
03104;DOYET;03170;;DOYET;DOYET;46.3433946285,2.79161075003
03108;ECHASSIERES;03330;;ECHASSIERES;ECHASSIERES;46.1956641038,2.94596916837
03110;ESPINASSE VOZELLE;03110;;ESPINASSE VOZELLE;ESPINASSE VOZELLE;46.1292798016,3.33501762138
03114;LA FERTE HAUTERIVE;03340;;LA FERTE HAUTERIVE;LA FERTE HAUTERIVE;46.396159353,3.3355449517
03116;FOURILLES;03140;;FOURILLES;FOURILLES;46.2438583922,3.19784046802
03118;GANNAT;03800;;GANNAT;GANNAT;46.0984192073,3.17790823629
03120;GARNAT SUR ENGIEVRE;03230;;GARNAT SUR ENGIEVRE;GARNAT SUR ENGIEVRE;46.6348166525,3.66797467464
03134;LAFELINE;03500;;LAFELINE;LAFELINE;46.3446298238,3.17548675407
03138;LAPALISSE;03120;;LAPALISSE;LAPALISSE;46.264846808,3.63838425184
03140;LAVAULT STE ANNE;03100;;LAVAULT STE ANNE;LAVAULT STE ANNE;46.3086016059,2.60160340266
03147;LODDES;03130;;LODDES;LODDES;46.2946168116,3.76081551954
03149;LOUCHY MONTFAND;03500;;LOUCHY MONTFAND;LOUCHY MONTFAND;46.3075829687,3.24491928356
03150;LOUROUX BOURBONNAIS;03350;;LOUROUX BOURBONNAIS;LOUROUX BOURBONNAIS;46.5340787528,2.8385482758
03154;LUNEAU;03130;;LUNEAU;LUNEAU;46.3662876048,3.95278636616
03156;LUSIGNY;03230;;LUSIGNY;LUSIGNY;46.5717045071,3.48949898102
03162;MARIGNY;03210;;MARIGNY;MARIGNY;46.579557675,3.20989648546
03164;LE MAYET D ECOLE;03800;;LE MAYET D ECOLE;LE MAYET D ECOLE;46.1649554035,3.24084567902
03167;MAZIRAT;03420;;MAZIRAT;MAZIRAT;46.2185045574,2.55398563
03168;MEAULNE VITRAY;03360;VITRAY;MEAULNE VITRAY;MEAULNE VITRAY;46.5959256579,2.62022117679
03169;MEILLARD;03500;;MEILLARD;MEILLARD;46.3881490513,3.23168900799
03170;MEILLERS;03210;;MEILLERS;MEILLERS;46.5132615599,3.10267194059
03177;MONETAY SUR LOIRE;03470;;MONETAY SUR LOIRE;MONETAY SUR LOIRE;46.4350468294,3.82462613047
03179;MONTAIGU LE BLIN;03150;;MONTAIGU LE BLIN;MONTAIGU LE BLIN;46.2907437255,3.51623839378
03184;MONTILLY;03000;;MONTILLY;MONTILLY;46.610528559,3.24005745558
03197;NEUILLY LE REAL;03340;;NEUILLY LE REAL;NEUILLY LE REAL;46.466710676,3.43721508538
03205;PERIGNY;03120;;PERIGNY;PERIGNY;46.2466695762,3.56039743926
03207;PIERREFITTE SUR LOIRE;03470;;PIERREFITTE SUR LOIRE;PIERREFITTE SUR LOIRE;46.5040402992,3.81007064731
03210;POUZY MESANGY;03320;;POUZY MESANGY;POUZY MESANGY;46.7049856575,3.00718039936
03211;PREMILHAT;03410;;PREMILHAT;PREMILHAT;46.3099309772,2.54719729208
03212;QUINSSAINES;03380;;QUINSSAINES;QUINSSAINES;46.3092023874,2.49444625529
03213;REUGNY;03190;;REUGNY;REUGNY;46.458404964,2.61328894387
03214;ROCLES;03240;;ROCLES;ROCLES;46.4445146062,3.03677199137
03215;RONGERES;03150;;RONGERES;RONGERES;46.2976179231,3.4520098944
03224;ST CLEMENT;03250;;ST CLEMENT;ST CLEMENT;46.0577534847,3.7219179861
03228;ST ELOY D ALLIER;03370;;ST ELOY D ALLIER;ST ELOY D ALLIER;46.4967909945,2.36296544008
03232;ST FELIX;03260;;ST FELIX;ST FELIX;46.229193409,3.47524603973
03238;ST HILAIRE;03440;;ST HILAIRE;ST HILAIRE;46.4866887035,3.01543389624
03246;ST MARTINIEN;03380;;ST MARTINIEN;ST MARTINIEN;46.3329189292,2.44287081295
03248;ST NICOLAS DES BIEFS;03250;;ST NICOLAS DES BIEFS;ST NICOLAS DES BIEFS;46.0632245634,3.79460612214
03249;ST PALAIS;03370;;ST PALAIS;ST PALAIS;46.4403223251,2.30568571701
03251;ST PLAISIR;03160;;ST PLAISIR;ST PLAISIR;46.6243818392,2.95587034653
03256;ST PRIEST EN MURAT;03390;;ST PRIEST EN MURAT;ST PRIEST EN MURAT;46.3556892534,2.90261837567
03258;ST REMY EN ROLLAT;03110;;ST REMY EN ROLLAT;ST REMY EN ROLLAT;46.1924635321,3.38335990994
03260;ST SORNIN;03240;;ST SORNIN;ST SORNIN;46.4116980303,3.00356131793
03263;ST VOIR;03220;;ST VOIR;ST VOIR;46.410067,3.5060612523
03274;SORBIER;03220;;SORBIER;SORBIER;46.3613185647,3.65747930664
03276;SUSSAT;03450;;SUSSAT;SUSSAT;46.1523532024,3.05584411459
03282;THENEUILLE;03350;;THENEUILLE;THENEUILLE;46.587490556,2.87994545903
03292;TRONGET;03240;;TRONGET;TRONGET;46.418633391,3.08862365583
03293;URCAY;03360;;URCAY;URCAY;46.6340748365,2.61371570998
03295;VALIGNAT;03330;;VALIGNAT;VALIGNAT;46.1744050814,3.07839354321
03301;VAUX;03190;;VAUX;VAUX;46.4214002132,2.57435492547
03309;LE VEURDRE;03320;;LE VEURDRE;LE VEURDRE;46.7427276777,3.04259770031
03315;VILLEFRANCHE D ALLIER;03430;;VILLEFRANCHE D ALLIER;VILLEFRANCHE D ALLIER;46.3963110357,2.84126895926
04005;ALLONS;04170;;ALLONS;ALLONS;43.9803884973,6.59032744238
04012;AUBENAS LES ALPES;04110;;AUBENAS LES ALPES;AUBENAS LES ALPES;43.9335584163,5.67694693989
04016;AUTHON;04200;;AUTHON;AUTHON;44.2492545518,6.15102271049
04017;AUZET;04140;;AUZET;AUZET;44.3054001563,6.31115592449
04021;BARRAS;04380;;BARRAS;BARRAS;44.1006575617,6.09850212835
04027;BEVONS;04200;;BEVONS;BEVONS;44.1779964769,5.87895928741
04028;BEYNES;04270;;BEYNES;BEYNES;43.9834965171,6.24025663148
04030;BLIEUX;04330;;BLIEUX;BLIEUX;43.8746274845,6.36279670798
04032;BRAUX;04240;;BRAUX;BRAUX;43.993034454,6.69941127815
04033;UBAYE SERRE PONCON;04340;ST VINCENT LES FORTS;UBAYE SERRE PONCON;UBAYE SERRE PONCON;44.4434662119,6.28924750363
04039;CASTELLANE;04120;;CASTELLANE;CASTELLANE;43.8449862174,6.49029842016
04039;CASTELLANE;04120;ROBION;CASTELLANE;CASTELLANE;43.8449862174,6.49029842016
04040;LE CASTELLARD MELAN;04380;;LE CASTELLARD MELAN;LE CASTELLARD MELAN;44.2016431995,6.13159521325
04043;VAL DE CHALVAGNE;04320;;VAL DE CHALVAGNE;VAL DE CHALVAGNE;43.9046374337,6.76578520195
04049;CHATEAU ARNOUX ST AUBAN;04600;ST AUBAN;CHATEAU ARNOUX ST AUBAN;CHATEAU ARNOUX ST AUBAN;44.0854706133,5.99239535024
04051;CHATEAUNEUF MIRAVAIL;04200;;CHATEAUNEUF MIRAVAIL;CHATEAUNEUF MIRAVAIL;44.153315213,5.71757262461
04074;ENTRAGES;04270;CHABRIERES;ENTRAGES;ENTRAGES;44.0379332734,6.26880026038
04079;L ESCALE;04160;;L ESCALE;L ESCALE;44.0810058608,6.03455494518
04085;FAUCON DU CAIRE;04250;;FAUCON DU CAIRE;FAUCON DU CAIRE;44.3959463913,6.1036738865
04090;LE FUGERET;04240;;LE FUGERET;LE FUGERET;44.0145000822,6.66560747142
04095;L HOSPITALET;04150;;L HOSPITALET;L HOSPITALET;44.1089187611,5.70685925605
04097;LA JAVIE;04420;;LA JAVIE;LA JAVIE;44.1971990157,6.32157607452
04107;MAJASTRES;04270;;MAJASTRES;MAJASTRES;43.8980780342,6.2836913455
04109;MALLEFOUGASSE AUGES;04230;;MALLEFOUGASSE AUGES;MALLEFOUGASSE AUGES;44.0759918613,5.89779648569
04115;MEAILLES;04240;;MEAILLES;MEAILLES;44.0401459693,6.64532905257
04122;MIRABEAU;04510;;MIRABEAU;MIRABEAU;44.0562295958,6.08015931568
04123;MISON;04200;;MISON;MISON;44.2624329752,5.86562678758
04124;MONTAGNAC MONTPEZAT;04500;;MONTAGNAC MONTPEZAT;MONTAGNAC MONTPEZAT;43.766525069,6.09454805934
04132;MONTSALIER;04150;;MONTSALIER;MONTSALIER;44.0299525826,5.59574173796
04142;OPPEDETTE;04110;;OPPEDETTE;OPPEDETTE;43.9306604764,5.59274330363
04145;PEIPIN;04200;;PEIPIN;PEIPIN;44.1413026547,5.9437147381
04159;REDORTIERS;04150;;REDORTIERS;REDORTIERS;44.0981211073,5.61414591507
04161;MEOLANS REVEL;04340;MEOLANS;MEOLANS REVEL;MEOLANS REVEL;44.3714312017,6.49846404885
04166;RIEZ;04500;;RIEZ;RIEZ;43.8284587474,6.08237819985
04177;HAUTES DUYES;04380;AURIBEAU;HAUTES DUYES;HAUTES DUYES;44.1949051654,6.17423380965
04182;ST JULIEN D ASSE;04270;;ST JULIEN D ASSE;ST JULIEN D ASSE;43.9266153853,6.07806454992
04194;ST PIERRE;06260;;ST PIERRE;ST PIERRE;43.9088889412,6.92184591099
04195;ST PONS;04400;;ST PONS;ST PONS;44.4172713189,6.61507424866
04200;SALIGNAC;04290;;SALIGNAC;SALIGNAC;44.1571681055,5.98824785964
04208;SIMIANE LA ROTONDE;04150;;SIMIANE LA ROTONDE;SIMIANE LA ROTONDE;43.9838128235,5.56248994589
04217;THOARD;04380;LA PERUSSE;THOARD;THOARD;44.1473006003,6.12401298333
04226;UVERNET FOURS;04400;;UVERNET FOURS;UVERNET FOURS;44.3191132083,6.67028443403
04228;VALAVOIRE;04250;;VALAVOIRE;VALAVOIRE;44.2795099462,6.07615731535
04242;VILLENEUVE;04180;;VILLENEUVE;VILLENEUVE;43.8957056864,5.85732128727
05010;ASPRES SUR BUECH;05140;;ASPRES SUR BUECH;ASPRES SUR BUECH;44.5617512104,5.77203298744
05014;BARRET SUR MEOUGE;05300;;BARRET SUR MEOUGE;BARRET SUR MEOUGE;44.2647188875,5.72864435071
05018;LA BATIE VIEILLE;05000;;LA BATIE VIEILLE;LA BATIE VIEILLE;44.5553227405,6.15570739329
05025;BUISSARD;05500;;BUISSARD;BUISSARD;44.6575269333,6.14755068818
05031;CHAMPCELLA;05310;;CHAMPCELLA;CHAMPCELLA;44.7175774929,6.53138042905
05032;CHAMPOLEON;05260;;CHAMPOLEON;CHAMPOLEON;44.7457461011,6.27312209866
05033;CHANOUSSE;05700;;CHANOUSSE;CHANOUSSE;44.3646760156,5.66013922855
05035;CHATEAUNEUF D OZE;05400;;CHATEAUNEUF D OZE;CHATEAUNEUF D OZE;44.5053255197,5.89775602851
05038;CHATEAU VILLE VIEILLE;05350;;CHATEAU VILLE VIEILLE;CHATEAU VILLE VIEILLE;44.7677289666,6.8000656504
05039;AUBESSAGNE;05500;LES COSTES;AUBESSAGNE;AUBESSAGNE;44.7581501379,6.01187494014
05040;CHORGES;05230;;CHORGES;CHORGES;44.5455124295,6.28782392595
05053;GARDE COLOMBE;05300;LAGRAND;GARDE COLOMBE;GARDE COLOMBE;44.3570512046,5.78336490177
05053;GARDE COLOMBE;05300;ST GENIS;GARDE COLOMBE;GARDE COLOMBE;44.3570512046,5.78336490177
05055;LA FAURIE;05140;;LA FAURIE;LA FAURIE;44.5674587303,5.74040594768
05077;MOLINES EN QUEYRAS;05350;;MOLINES EN QUEYRAS;MOLINES EN QUEYRAS;44.7166553487,6.89190806069
05079;LE MONETIER LES BAINS;05220;;LE MONETIER LES BAINS;LE MONETIER LES BAINS;44.9956106766,6.46966497275
05082;MONT DAUPHIN;05600;;MONT DAUPHIN;MONT DAUPHIN;44.6690562408,6.62465091015
05096;ORCIERES;05170;;ORCIERES;ORCIERES;44.6840982803,6.34897527824
05107;PUY ST ANDRE;05100;;PUY ST ANDRE;PUY ST ANDRE;44.8909036618,6.56677781045
05119;RISOUL;05600;;RISOUL;RISOUL;44.6240380773,6.62317402744
05121;ROCHEBRUNE;05190;;ROCHEBRUNE;ROCHEBRUNE;44.452250356,6.19249346455
05130;ST APOLLINAIRE;05160;;ST APOLLINAIRE;ST APOLLINAIRE;44.5578704136,6.3539003526
05133;ST CHAFFREY;05330;;ST CHAFFREY;ST CHAFFREY;44.9346479572,6.60139023926
05181;VILLAR D ARENE;05480;;VILLAR D ARENE;VILLAR D ARENE;44.999721765,6.36428454594
05182;VILLAR LOUBIERE;05800;;VILLAR LOUBIERE;VILLAR LOUBIERE;44.8367273336,6.13559761308
05183;VILLAR ST PANCRACE;05100;;VILLAR ST PANCRACE;VILLAR ST PANCRACE;44.8395685825,6.65048294053
06013;BELVEDERE;06450;;BELVEDERE;BELVEDERE;44.0564872239,7.37383120022
06014;BENDEJUN;06390;;BENDEJUN;BENDEJUN;43.8303269547,7.28447130629
06018;BIOT;06410;;BIOT;BIOT;43.6276558141,7.08318612891
06019;BLAUSASC;06440;;BLAUSASC;BLAUSASC;43.7934680936,7.36033477624
06024;BRIANCONNET;06850;;BRIANCONNET;BRIANCONNET;43.8649498097,6.74501344628
06032;CAP D AIL;06320;;CAP D AIL;CAP D AIL;43.7247392327,7.40161617522
06043;COARAZE;06390;;COARAZE;COARAZE;43.8664901786,7.29913349222
06047;CONSEGUDES;06510;;CONSEGUDES;CONSEGUDES;43.8406957218,7.04503670887
06049;COURMES;06620;;COURMES;COURMES;43.7525533793,7.01737606418
06056;ENTRAUNES;06470;;ENTRAUNES;ENTRAUNES;44.2146960621,6.76292204018
06062;FONTAN;06540;;FONTAN;FONTAN;44.0219052577,7.54428215207
06065;LA GAUDE;06610;;LA GAUDE;LA GAUDE;43.721423765,7.16039926444
06066;GILETTE;06830;;GILETTE;GILETTE;43.8481962471,7.1613234113
06068;GOURDON;06620;;GOURDON;GOURDON;43.7242493778,6.96356065093
06076;LIEUCHE;06260;;LIEUCHE;LIEUCHE;44.0015669365,7.03241078566
06079;MANDELIEU LA NAPOULE;06210;;MANDELIEU LA NAPOULE;MANDELIEU LA NAPOULE;43.5380510468,6.91808936542
06084;MOUANS SARTOUX;06370;;MOUANS SARTOUX;MOUANS SARTOUX;43.6185304023,6.96494426706
06086;MOULINET;06380;;MOULINET;MOULINET;43.9536991394,7.41400405447
06088;NICE;06000;;NICE;NICE;43.7119992661,7.23826889465
06088;NICE;06200;;NICE;NICE;43.7119992661,7.23826889465
06091;PEILLE;06440;LA GRAVE DE PEILLE;PEILLE;PEILLE;43.8064648293,7.41111016741
06094;PEONE;06470;VALBERG;PEONE;PEONE;44.1299250439,6.92098583862
06097;PIERREFEU;06910;;PIERREFEU;PIERREFEU;43.8851912789,7.0710081371
06118;ST CEZAIRE SUR SIAGNE;06530;;ST CEZAIRE SUR SIAGNE;ST CEZAIRE SUR SIAGNE;43.6594259137,6.80329376165
06120;ST ETIENNE DE TINEE;06660;;ST ETIENNE DE TINEE;ST ETIENNE DE TINEE;44.2491492809,6.92452445063
06121;ST JEAN CAP FERRAT;06230;;ST JEAN CAP FERRAT;ST JEAN CAP FERRAT;43.687178893,7.32993632437
06130;ST VALLIER DE THIEY;06460;;ST VALLIER DE THIEY;ST VALLIER DE THIEY;43.696895033,6.85062748704
06131;SALLAGRIFFON;06910;;SALLAGRIFFON;SALLAGRIFFON;43.8807695445,6.91373768806
06132;SAORGE;06540;;SAORGE;SAORGE;43.9935318832,7.53767348426
06134;SERANON;06750;LE LOGIS DU PIN;SERANON;SERANON;43.7656662777,6.6904329696
06136;SOSPEL;06380;;SOSPEL;SOSPEL;43.8844607415,7.44794904955
06139;THIERY;06710;;THIERY;THIERY;43.9741390022,7.0424567137
06141;TOUDON;06830;;TOUDON;TOUDON;43.8914641921,7.10840770616
06151;UTELLE;06450;;UTELLE;UTELLE;43.9273181411,7.23864462941
06152;VALBONNE;06560;SOPHIA ANTIPOLIS;VALBONNE;VALBONNE;43.628288325,7.02954476696
06153;VALDEBLORE;06420;;VALDEBLORE;VALDEBLORE;44.1127596533,7.19571891201
06155;VALLAURIS;06220;;VALLAURIS;VALLAURIS;43.5766472999,7.05836612893
06157;VENCE;06140;;VENCE;VENCE;43.7384640641,7.10194436087
06159;VILLEFRANCHE SUR MER;06230;;VILLEFRANCHE SUR MER;VILLEFRANCHE SUR MER;43.7122153121,7.32225410533
07008;ALISSAS;07210;;ALISSAS;ALISSAS;44.7070337034,4.6240636083
07011;VALLEES D ANTRAIGUES ASPERJOC;07530;ANTRAIGUES SUR VOLANE;VALLEES D ANTRAIGUES ASPERJOC;VALLEES D ANTRAIGUES ASPERJOC;44.7393183247,4.35517589387
07017;LES ASSIONS;07140;;LES ASSIONS;LES ASSIONS;44.4254776855,4.1848933711
07022;BAIX;07210;;BAIX;BAIX;44.7063788805,4.75106497533
07024;BANNE;07460;;BANNE;BANNE;44.3607782702,4.15113804507
07027;BEAUCHASTEL;07800;;BEAUCHASTEL;BEAUCHASTEL;44.8294995047,4.79715382132
07030;BEAUVENE;07190;;BEAUVENE;BEAUVENE;44.8695132682,4.51162362429
07033;BESSAS;07150;;BESSAS;BESSAS;44.3375930033,4.2983262809
07039;BOZAS;07410;;BOZAS;BOZAS;45.0587357457,4.64835888675
07040;BOUCIEU LE ROI;07270;;BOUCIEU LE ROI;BOUCIEU LE ROI;45.0288428449,4.68820163954
07042;BOURG ST ANDEOL;07700;;BOURG ST ANDEOL;BOURG ST ANDEOL;44.3830866916,4.61398365069
07045;BURZET;07450;;BURZET;BURZET;44.748232889,4.23385605882
07053;CHANDOLAS;07230;;CHANDOLAS;CHANDOLAS;44.4136372398,4.24331144158
07062;CHAZEAUX;07110;;CHAZEAUX;CHAZEAUX;44.5951061566,4.2977955993
07064;LE CHEYLARD;07160;;LE CHEYLARD;LE CHEYLARD;44.9076391858,4.42108479359
07065;CHIROLS;07380;;CHIROLS;CHIROLS;44.6879981327,4.2951862476
07069;COLOMBIER LE VIEUX;07410;;COLOMBIER LE VIEUX;COLOMBIER LE VIEUX;45.0590148291,4.69898079433
07072;COUX;07000;;COUX;COUX;44.7432838199,4.62306333755
07078;DAVEZIEUX;07430;;DAVEZIEUX;DAVEZIEUX;45.2551141043,4.70210482466
07092;FREYSSENET;07000;;FREYSSENET;FREYSSENET;44.6886194228,4.54695114844
07093;GENESTELLE;07530;;GENESTELLE;GENESTELLE;44.7366148286,4.38522824539
07104;ISSAMOULENC;07190;;ISSAMOULENC;ISSAMOULENC;44.7883137241,4.45570599159
07105;ISSANLAS;07510;;ISSANLAS;ISSANLAS;44.7669383227,4.01543417126
07106;ISSARLES;07470;;ISSARLES;ISSARLES;44.8523471555,4.05339793965
07115;LABEAUME;07120;;LABEAUME;LABEAUME;44.4680870605,4.31105082566
07119;LE LAC D ISSARLES;07470;;LE LAC D ISSARLES;LE LAC D ISSARLES;44.8233324216,4.07465283031
07120;LACHAMP RAPHAEL;07530;;LACHAMP RAPHAEL;LACHAMP RAPHAEL;44.8006451695,4.28759440522
07144;LOUBARESSE;07110;;LOUBARESSE;LOUBARESSE;44.5912762985,4.05088477316
07145;LUSSAS;07170;;LUSSAS;LUSSAS;44.6192177092,4.46630461903
07146;LYAS;07000;;LYAS;LYAS;44.7568405764,4.59691440375
07147;MALARCE SUR LA THINES;07140;THINES;MALARCE SUR LA THINES;MALARCE SUR LA THINES;44.4780272206,4.05011924136
07151;MARS;07320;;MARS;MARS;45.0104543843,4.3290005107
07153;MAYRES;07330;;MAYRES;MAYRES;44.6646143476,4.10092674787
07163;MONTSELGUES;07140;;MONTSELGUES;MONTSELGUES;44.5332760746,4.0037872182
07165;BELSENTES;07160;ST JULIEN LABROUSSE;BELSENTES;BELSENTES;44.9277079206,4.47689363843
07167;LES OLLIERES SUR EYRIEUX;07360;;LES OLLIERES SUR EYRIEUX;LES OLLIERES SUR EYRIEUX;44.8101851934,4.61974464994
07170;PAILHARES;07410;;PAILHARES;PAILHARES;45.0796648371,4.55727839601
07176;PLANZOLLES;07230;;PLANZOLLES;PLANZOLLES;44.4862153265,4.15764539553
07184;PRANLES;07000;;PRANLES;PRANLES;44.7808511718,4.57520431156
07193;ROCHER;07110;;ROCHER;ROCHER;44.5805813909,4.2790675943
07203;SAGNES ET GOUDOULET;07450;;SAGNES ET GOUDOULET;SAGNES ET GOUDOULET;44.8014042397,4.215812246
07204;ST AGREVE;07320;;ST AGREVE;ST AGREVE;45.0052980637,4.41285687419
07209;ST ANDEOL DE FOURCHADES;07160;;ST ANDEOL DE FOURCHADES;ST ANDEOL DE FOURCHADES;44.844995475,4.28822767491
07212;ST ANDRE EN VIVARAIS;07690;;ST ANDRE EN VIVARAIS;ST ANDRE EN VIVARAIS;45.1164853445,4.40960303294
07218;ST BASILE;07270;;ST BASILE;ST BASILE;44.9490355283,4.56160011901
07228;ST DESIRAT;07340;;ST DESIRAT;ST DESIRAT;45.2586090044,4.77940382807
07231;ST ETIENNE DE FONTBELLON;07200;;ST ETIENNE DE FONTBELLON;ST ETIENNE DE FONTBELLON;44.5985890529,4.37388980251
07238;ST GENEST DE BEAUZON;07230;;ST GENEST DE BEAUZON;ST GENEST DE BEAUZON;44.4451273836,4.18697019048
07242;ST GINEIS EN COIRON;07580;;ST GINEIS EN COIRON;ST GINEIS EN COIRON;44.6337066136,4.53894294674
07257;ST JULIEN LE ROUX;07240;;ST JULIEN LE ROUX;ST JULIEN LE ROUX;44.8675203578,4.67592482949
07258;ST JULIEN VOCANCE;07690;;ST JULIEN VOCANCE;ST JULIEN VOCANCE;45.167010931,4.4877776042
07268;ST MARTIN D ARDECHE;07700;;ST MARTIN D ARDECHE;ST MARTIN D ARDECHE;44.3068621325,4.57318657163
07273;ST MAURICE D IBIE;07170;;ST MAURICE D IBIE;ST MAURICE D IBIE;44.4835993539,4.4824459032
07277;ST MICHEL DE BOULOGNE;07200;;ST MICHEL DE BOULOGNE;ST MICHEL DE BOULOGNE;44.6991000225,4.4327463684
07284;ST PIERRE ST JEAN;07140;ST JEAN DE POURCHARESSE;ST PIERRE ST JEAN;ST PIERRE ST JEAN;44.4825896332,4.10164484089
07286;ST PIERREVILLE;07190;;ST PIERREVILLE;ST PIERREVILLE;44.819009873,4.48134078114
07289;ST PRIVAT;07200;;ST PRIVAT;ST PRIVAT;44.6285700497,4.42285507734
07291;ST REMEZE;07700;;ST REMEZE;ST REMEZE;44.3781737875,4.49634983061
07295;ST SAUVEUR DE MONTAGUT;07190;;ST SAUVEUR DE MONTAGUT;ST SAUVEUR DE MONTAGUT;44.8202271347,4.57255179328
07297;ST SYLVESTRE;07440;;ST SYLVESTRE;ST SYLVESTRE;44.9879627989,4.74987587664
07303;ST VINCENT DE DURFORT;07360;;ST VINCENT DE DURFORT;ST VINCENT DE DURFORT;44.7919043427,4.63828690293
07307;SANILHAC;07110;;SANILHAC;SANILHAC;44.5327416488,4.23228758163
07308;SARRAS;07370;;SARRAS;SARRAS;45.1872505321,4.78407766188
07310;SAVAS;07430;;SAVAS;SAVAS;45.3013144956,4.67282946981
07315;LA SOUCHE;07380;;LA SOUCHE;LA SOUCHE;44.6277336502,4.16243697678
07319;LE TEIL;07400;;LE TEIL;LE TEIL;44.5432149708,4.66470569343
07327;UZER;07110;;UZER;UZER;44.5176949506,4.3270953047
07334;LES VANS;07140;BRAHIC;LES VANS;LES VANS;44.392206287,4.11524168722
07337;VERNOSC LES ANNONAY;07430;;VERNOSC LES ANNONAY;VERNOSC LES ANNONAY;45.2215835502,4.72347943452
07339;VESSEAUX;07200;;VESSEAUX;VESSEAUX;44.6575169192,4.44419824196
07342;VILLEVOCANCE;07690;;VILLEVOCANCE;VILLEVOCANCE;45.2257853403,4.59519658449
08001;ACY ROMANCE;08300;;ACY ROMANCE;ACY ROMANCE;49.4918922835,4.32704942138
08005;ALINCOURT;08310;;ALINCOURT;ALINCOURT;49.4030540812,4.34518271318
08006;ALLAND HUY ET SAUSSEUIL;08130;;ALLAND HUY ET SAUSSEUIL;ALLAND HUY ET SAUSSEUIL;49.5119483771,4.54919404707
08016;AOUSTE;08290;;AOUSTE;AOUSTE;49.7952206071,4.31356214296
08022;ARREUX;08090;;ARREUX;ARREUX;49.8258643025,4.6613050432
08033;AUTHE;08240;;AUTHE;AUTHE;49.460146318,4.87768322282
08034;AUTRECOURT ET POURRON;08210;;AUTRECOURT ET POURRON;AUTRECOURT ET POURRON;49.6066112918,5.01792506561
08037;AUVILLERS LES FORGES;08260;MON IDEE;AUVILLERS LES FORGES;AUVILLERS LES FORGES;49.8661184339,4.36077137657
08040;LES AYVELLES;08000;;LES AYVELLES;LES AYVELLES;49.7217923857,4.75240985606
08055;BEAUMONT EN ARGONNE;08210;;BEAUMONT EN ARGONNE;BEAUMONT EN ARGONNE;49.5275973525,5.03536973288
08057;BELLEVILLE ET CHATILLON SUR BAR;08240;;BELLEVILLE ET CHATILLON SUR BAR;BELLEVILLE ET CHATILLON SUR BAR;49.4653139409,4.8175627334
08061;LA BERLIERE;08240;;LA BERLIERE;LA BERLIERE;49.526668904,4.93724494551
08066;BIGNICOURT;08310;;BIGNICOURT;BIGNICOURT;49.3901473074,4.42198979893
08073;BOSSUS LES RUMIGNY;08290;;BOSSUS LES RUMIGNY;BOSSUS LES RUMIGNY;49.8398418664,4.25581170778
08082;BRECY BRIERES;08400;;BRECY BRIERES;BRECY BRIERES;49.3320872015,4.75555118868
08083;BREVILLY;08140;;BREVILLY;BREVILLY;49.6589910342,5.07963407809
08088;BULSON;08450;;BULSON;BULSON;49.6288213726,4.91421651084
08089;BUZANCY;08240;;BUZANCY;BUZANCY;49.418434996,4.97363448798
08089;BUZANCY;08240;SIVRY LES BUZANCY;BUZANCY;BUZANCY;49.418434996,4.97363448798
08102;CHAPPES;08220;;CHAPPES;CHAPPES;49.6074225712,4.2794051826
08104;CHARDENY;08400;;CHARDENY;CHARDENY;49.4194659277,4.59579314559
08107;CHATEAU PORCIEN;08360;;CHATEAU PORCIEN;CHATEAU PORCIEN;49.5340250071,4.24761875411
